scenario,run_id,category,outcome,mean_pos_error,rmse_pos,max_pos_error,mean_yaw_error,path_length,duration,path_efficiency,mean_velocity,smoothness,amcl_uncertainty,max_amcl_uncertainty,anomaly_count,anomalies
small-dataset-maps-door-size-0-5-1f3-1,1,door-width,failure,0.9159950513087142,1.7586727093698329,5.519299979064759,0.6487537509752066,14.110065388510412,36.215999999999994,0.5204679033560445,0.3899308575181284,1.3962663840189253,0.14142135623730948,0.1414213562373095,5,"goal_failure,position_error_spike,high_yaw_error,path_inefficiency,ml_anomaly"
small-dataset-maps-door-size-0-5-1f3-1,2,door-width,failure,3.4679669217725597,4.6857201703943465,7.496863204076161,1.5701688709814314,14.630480547144302,62.1,0.8402359088617838,0.23599515556874645,1.0012812181847195,0.14142135623730948,0.1414213562373095,5,"goal_failure,position_error_spike,stuck,high_yaw_error,ml_anomaly"
small-dataset-maps-door-size-0-5-1f3-2,0,door-width,failure,1.7772212152362048,2.2151927747072038,3.7272925443953295,0.7049102913643159,9.976532490922821,48.564,0.3720468674049578,0.20608677131356512,0.888030581600609,0.14142135623730948,0.1414213562373095,6,"goal_failure,position_error_spike,stuck,high_yaw_error,path_inefficiency,ml_anomaly"
small-dataset-maps-door-size-0-5-1f3-2,1,door-width,failure,0.7875032354590044,0.9871400705914785,1.5085636664150113,1.3507011970429097,6.821511175000235,34.92,0.5407850507250024,0.19542417524024053,0.960588043005048,0.14142135623730948,0.1414213562373095,5,"goal_failure,position_error_spike,high_yaw_error,path_inefficiency,ml_anomaly"
small-dataset-maps-door-size-0-5-1f3-2,2,door-width,failure,1.0459233602025242,1.2978152323250163,1.959257938572049,1.2814258109890948,8.463327050177877,40.212,0.43550451612472124,0.2107940375427651,0.9647589089459819,0.14142135623730948,0.1414213562373095,5,"goal_failure,position_error_spike,high_yaw_error,path_inefficiency,ml_anomaly"
small-dataset-maps-door-size-0-5-1f4-1,0,door-width,failure,0.04187384565394542,0.050261073377848575,0.07748524896987842,0.03178308882371879,1.497599384398901,138.456,0.8002718182642334,0.01082981347947762,0.1458538708305079,0.14142135623730953,0.1414213562373095,3,"goal_failure,stuck,ml_anomaly"
small-dataset-maps-door-size-0-5-1f4-1,1,door-width,failure,0.03620764592855328,0.04368685566175802,0.07211437366704093,0.02637784180142923,1.4952599529861175,145.548,0.8352402582001677,0.010282041566193816,0.13704174648373266,0.14142135623730953,0.1414213562373095,3,"goal_failure,stuck,ml_anomaly"
small-dataset-maps-door-size-0-5-1f4-1,2,door-width,failure,0.035243724158638044,0.04315005152319084,0.08167877114766793,0.041017614187683266,1.611968830445353,149.472,0.7667057533683042,0.010811227720914746,0.14394931430265176,0.14142135623730953,0.1414213562373095,3,"goal_failure,stuck,ml_anomaly"
small-dataset-maps-door-size-0-5-1f4-2,0,door-width,success,0.0439109198463721,0.04968144202450932,0.08494732233336436,0.021054898584713783,4.783926528482704,16.272,1.013452591579522,0.29424491228505145,0.5452711974168771,0.14142135623730953,0.1414213562373095,0,none
small-dataset-maps-door-size-0-5-1f4-2,1,door-width,failure,0.05139286688211893,0.05764273723609242,0.10161963882421568,0.008459918986196618,6.537026908245457,161.136,0.9592813571197448,0.04061096052279654,0.1716793865432754,0.14142135623730948,0.1414213562373095,2,"goal_failure,stuck"
